3K_DNA_IRIS_UNIQUE_ID	Genetic_Stock_varname	AWPR_REPRO	CUDI_CODE_REPRO	CULT_CODE_REPRO	CUNO_CODE_REPRO	LLT_CODE	PLT_CODE_POST	SDHT_CODE	APANTH_REPRO	APSH	APCO_REV_POST	APCO_REV_REPRO	AWCO_LREV	AWCO_REV	AWDIST	BLANTHPR_VEG	BLANTHDI_VEG	BLPUB_VEG	BLSCO_ANTH_VEG	BLSCO_REV_VEG	CCO_REV_VEG	CUAN_REPRO	ENDO	FLA_EREPRO	FLA_REPRO	INANTH	LIGCO_REV_VEG	LIGSH	LPCO_REV_POST	LPPUB	LSEN	NOANTH	PEX_REPRO	PTH	SCCO_REV	SECOND_BR_REPRO	SLCO_REV	SPKF	SLLT_CODE	AUCO_REV_VEG	BLCO_REV_VEG	CUST_REPRO	INCO_REV_REPRO	LA	NOCO_REV	PA_REPRO	PSH	PTY
IRIS_313-11273	ARC_14860::IRGC_41793-2	0.0	2.0	4.0	2.0	4.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		5.0		11.0	3.0	20.0	4.0	7.0		9.0	2.0	10.0	1.0	20.0	4.0	3.0	61.0	60.0	5.0	60.0	3.0		2.0	1.0	5.0
IRIS_313-11345	WAGWAG::IRGC_44802-1	0.0	1.0	5.0	2.0	4.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		5.0		11.0	3.0	20.0	2.0	7.0		7.0	3.0	10.0	1.0	20.0	4.0	3.0	61.0	60.0	3.0	60.0	1.0		2.0	3.0	5.0
IRIS_313-11346	WAGWAG_PUTI::IRGC_44804-2	1.0	1.0	3.0	2.0	3.0	3.0	1.0			20.0	20.0		20.0				3.0		60.0	61.0	1.0	1.0		1.0		11.0	3.0	20.0	2.0	7.0		7.0	3.0	10.0	1.0	20.0	4.0	3.0	61.0	63.0	1.0	41.0	1.0	60.0	2.0	1.0	5.0
IRIS_313-11347	WAGWAG_RAOIS::IRGC_44805-1	9.0	2.0	5.0	1.0	4.0	3.0	2.0				80.0		80.0				3.0		60.0	61.0	1.0	1.0		5.0		11.0	3.0	42.0	4.0	7.0		9.0	1.0	70.0	1.0	20.0	3.0	3.0	61.0	60.0	3.0	84.0	3.0		2.0	1.0	5.0
IRIS_313-11348	AUS_PADDY_(RED)::IRGC_44978-1	0.0	1.0	4.0	2.0	3.0	3.0	3.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		5.0		11.0	3.0	54.0	2.0	7.0		3.0	2.0	70.0	1.0	20.0	4.0	3.0	61.0	63.0	1.0	60.0	3.0		2.0	1.0	5.0
IRIS_313-11349	BACHHAIKALMA::IRGC_45003-2	0.0	1.0	5.0	2.0	4.0	2.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		3.0		11.0	3.0	42.0	4.0	9.0		9.0	3.0	10.0	1.0	20.0	4.0	3.0	61.0	60.0	4.0	60.0	3.0		2.0	1.0	8.0
IRIS_313-11350	BAJAL::IRGC_45024-2	0.0	1.0	6.0	2.0	4.0	4.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		5.0		11.0	3.0	82.0	5.0	9.0		9.0	3.0	10.0	1.0	80.0	5.0	3.0	61.0	60.0	3.0	60.0	5.0		2.0	1.0	5.0
IRIS_313-11351	BANCHI::IRGC_45055-2	0.0	1.0	5.0	2.0	3.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		3.0		11.0	3.0	20.0	3.0	9.0		9.0	3.0	55.0	1.0	20.0	5.0	3.0	61.0	60.0	3.0	60.0	2.0		2.0	1.0	5.0
IRIS_313-11352	BUCHI::IRGC_45237-2	1.0	1.0	5.0	3.0	3.0	3.0	2.0				70.0		70.0				3.0		60.0	61.0	3.0	1.0		3.0		11.0	3.0	82.0	3.0	5.0		5.0	2.0	10.0	1.0	70.0	4.0	3.0	61.0	60.0	3.0	60.0	6.0		2.0	1.0	5.0
IRIS_313-11353	CHILE_BORO::IRGC_45297-2	0.0	1.0	5.0	2.0	3.0	3.0	2.0				80.0		0.0				3.0		60.0	61.0	3.0	1.0		3.0		11.0	3.0	54.0	2.0	5.0		7.0	1.0	70.0	1.0	20.0	5.0	3.0	61.0	60.0	5.0	60.0	4.0		2.0	1.0	5.0
IRIS_313-11354	CAC_75::IRGC_45352-2	0.0	1.0	5.0	2.0	3.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		1.0		11.0	3.0	20.0	2.0	7.0		5.0	3.0	10.0	1.0	20.0	4.0	3.0	61.0	60.0	1.0	60.0	1.0		2.0	3.0	2.0
IRIS_313-11274	ARC_14901::IRGC_41811-1	0.0	2.0	4.0	2.0	3.0	3.0	2.0				80.0		0.0				3.0		84.0	60.0	3.0	1.0		3.0		11.0	3.0	54.0	4.0	7.0		7.0	2.0	70.0	1.0	20.0	4.0	3.0	61.0	60.0	5.0	60.0	3.0		2.0	1.0	5.0
IRIS_313-11355	CN_44-40-7::IRGC_45368-1	0.0	1.0	2.0	2.0	3.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	1.0	1.0		1.0		11.0	3.0	20.0	2.0	9.0		5.0	3.0	10.0	1.0	20.0	4.0	3.0	61.0	63.0	1.0	60.0	1.0		2.0	1.0	5.0
IRIS_313-11356	CR_44-1::IRGC_45397-1	7.0	1.0	5.0	3.0	3.0	3.0	2.0				80.0		80.0				3.0		60.0	60.0	1.0	1.0		5.0		11.0	3.0	80.0	3.0	5.0		9.0	3.0	10.0	1.0	80.0	4.0	3.0	61.0	60.0	3.0	60.0	5.0		2.0	1.0	5.0
IRIS_313-11357	CR_579-1-3::IRGC_45443-2	1.0	1.0	1.0	2.0	2.0	3.0	2.0				10.0		20.0				3.0		60.0	61.0	3.0	1.0		1.0		11.0	3.0	20.0	2.0	7.0		7.0	1.0	10.0	1.0	20.0	5.0	1.0	61.0	63.0	1.0	60.0	3.0		2.0	1.0	9.0
IRIS_313-11358	DADKHANI::IRGC_45454-2	0.0	1.0	5.0	2.0	3.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		7.0		11.0	3.0	54.0	2.0	9.0		9.0	3.0	10.0	1.0	20.0	4.0	3.0	61.0	60.0	7.0	60.0	7.0		2.0	3.0	5.0
IRIS_313-11359	DAHARNAGRA::IRGC_45465-2	0.0	2.0	6.0	2.0	4.0	3.0	2.0				80.0		0.0				3.0		60.0	61.0	3.0	1.0		7.0		11.0	3.0	20.0	4.0	7.0		9.0	3.0	10.0	1.0	20.0	4.0	3.0	61.0	63.0	5.0	60.0	3.0		2.0	1.0	9.0
IRIS_313-11360	JALADHI_1::IRGC_45858-2	9.0	2.0	6.0	2.0	3.0	3.0	2.0				80.0		80.0				3.0		80.0	80.0	3.0	1.0		7.0		11.0	3.0	80.0	4.0	5.0		9.0	3.0	70.0	1.0	80.0	4.0	3.0	80.0	86.0	9.0	84.0	9.0		2.0	3.0	9.0
IRIS_313-11361	KALIKALMA::IRGC_45996-2	0.0	1.0	5.0	2.0	4.0	2.0	2.0				20.0		0.0				3.0		84.0	61.0	3.0	1.0		7.0		84.0	3.0	20.0	4.0	5.0		9.0	3.0	10.0	1.0	20.0	4.0	3.0	61.0	63.0	9.0	60.0	9.0		2.0	1.0	5.0
IRIS_313-11362	KEYA_NUNIA::IRGC_46117-2	0.0	1.0	5.0	2.0	4.0	2.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		7.0		11.0	3.0	20.0	3.0	5.0		9.0	3.0	10.0	1.0	20.0	4.0	3.0	61.0	63.0	7.0	41.0	6.0		2.0	1.0	9.0
IRIS_313-11363	KHEJURTHUPI::IRGC_46137-2	0.0	2.0	5.0	2.0	4.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		5.0		11.0	3.0	54.0	2.0	9.0		9.0	3.0	10.0	3.0	20.0	4.0	3.0	61.0	63.0	5.0	60.0	3.0		2.0	1.0	1.0
IRIS_313-11364	KHIRPULI::IRGC_46143-3	0.0	1.0	5.0	2.0	3.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		7.0		11.0	3.0	20.0	3.0	7.0		7.0	3.0	10.0	1.0	20.0	4.0	3.0	61.0	60.0	3.0	60.0	4.0		2.0	1.0	5.0
IRIS_313-11365	LANJALI::IRGC_46236-2	1.0	2.0	5.0	2.0	3.0	3.0	2.0				20.0		20.0				3.0		60.0	61.0	1.0	1.0		5.0		11.0	3.0	20.0	3.0	5.0		9.0	2.0	10.0	1.0	20.0	4.0	3.0	61.0	60.0	3.0	60.0	4.0		2.0	1.0	9.0
IRIS_313-11367	MAKARANDASAIL::IRGC_46289-2	0.0	1.0	5.0	2.0	3.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		5.0		11.0	3.0	20.0	3.0	9.0		9.0	3.0	10.0	1.0	20.0	5.0	3.0	61.0	60.0	3.0	41.0	3.0		2.0	1.0	5.0
IRIS_313-11368	PANIKELASH::IRGC_46500-2	1.0	2.0	5.0	2.0	4.0	3.0	2.0				80.0		20.0				3.0		80.0	80.0	3.0	1.0		7.0		80.0	3.0	20.0	4.0	5.0		9.0	2.0	70.0	1.0	20.0	4.0	3.0	80.0	85.0	9.0	84.0	9.0		2.0	1.0	7.0
IRIS_313-11369	RANACHANDRABHOG::IRGC_46567-2	0.0	2.0	5.0	2.0	4.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		5.0		11.0	3.0	20.0	2.0	7.0		3.0	3.0	10.0	1.0	20.0	2.0	3.0	61.0	60.0	5.0	41.0	8.0		2.0	1.0	5.0
IRIS_313-11370	SACHI::IRGC_46612-2	0.0	1.0	6.0	2.0	3.0	2.0	2.0				80.0		0.0				3.0		84.0	80.0	3.0	1.0		5.0		11.0	3.0	52.0	3.0	7.0		9.0	3.0	10.0	1.0	20.0	5.0	3.0	80.0	60.0	1.0	41.0	3.0		2.0	3.0	1.0
IRIS_313-11371	SATHI::IRGC_46659-1	0.0	1.0	4.0	2.0	3.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		3.0		11.0	3.0	20.0	4.0	9.0		5.0	2.0	10.0	1.0	20.0	4.0	3.0	61.0	61.0	3.0	60.0	4.0		2.0	3.0	5.0
IRIS_313-11372	SUFALDHULA::IRGC_46698-2	0.0	1.0	6.0	2.0	3.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		5.0		11.0	3.0	20.0	4.0	9.0		9.0	3.0	10.0	1.0	20.0	4.0	3.0	61.0	60.0	3.0	60.0	3.0		2.0	1.0	5.0
IRIS_313-11373	T_3::IRGC_46760-2	0.0	1.0	5.0	2.0	3.0	3.0	2.0				70.0		0.0				3.0		60.0	60.0	1.0	1.0		1.0		11.0	3.0	20.0	2.0	5.0		9.0	2.0	10.0	1.0	20.0	4.0	3.0	61.0	60.0	3.0	60.0	3.0		2.0	1.0	9.0
IRIS_313-11374	W_398::IRGC_46787-1	0.0	1.0	4.0	2.0	3.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		5.0		11.0	3.0	20.0	4.0	7.0		7.0	2.0	10.0	1.0	20.0	5.0	3.0	61.0	60.0	3.0	60.0	5.0		2.0	1.0	5.0
IRIS_313-11375	CODE_NO_31225::IRGC_46865-2	0.0	2.0	5.0	2.0	3.0	2.0	2.0				80.0		0.0				3.0		60.0	61.0	3.0	1.0		5.0		11.0	3.0	90.0	3.0	7.0		9.0	3.0	10.0	1.0	80.0	5.0	3.0	61.0	60.0	3.0	41.0	5.0		2.0	1.0	9.0
IRIS_313-11376	TOS_7536::IRGC_46985-2	0.0	2.0	4.0	1.0	3.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		3.0		11.0	3.0	52.0	3.0	9.0		9.0	1.0	70.0	1.0	20.0	5.0	3.0	61.0	60.0	3.0	41.0	4.0		2.0	1.0	9.0
IRIS_313-11377	AMARILLO::IRGC_47120-1									1.0	20.0	60.0	0.0	0.0		0.0		3.0	0.0	60.0	61.0	5.0		5.0	7.0	0.0	11.0	3.0	20.0	4.0	7.0	0.0	9.0	3.0		1.0	20.0	4.0	3.0	62.0	60.0	7.0	41.0	5.0	60.0	4.0	1.0	3.0
IRIS_313-11379	CADIDIT_(GLUT)::IRGC_47161-1	0.0	2.0	4.0	2.0	3.0	3.0	3.0				80.0		0.0				1.0		60.0	60.0	1.0	1.0		3.0		11.0	3.0	20.0	4.0	7.0		7.0	3.0	10.0	2.0	40.0	4.0	1.0	61.0	63.0	1.0	41.0	2.0	60.0	2.0	1.0	3.0
IRIS_313-11380	CA_ONG_(WHITE)::IRGC_47174-1	0.0	2.0	5.0	1.0	4.0	3.0	2.0				80.0		0.0				3.0		60.0	61.0	1.0	1.0		5.0		11.0	3.0	20.0	1.0	9.0		9.0	3.0	10.0	1.0	20.0	4.0	3.0	61.0	60.0	3.0	84.0	5.0		2.0	1.0	5.0
IRIS_313-11381	LINANGAN::IRGC_47255-2	9.0	2.0	6.0	2.0	3.0	3.0	3.0				20.0		20.0				3.0		60.0	60.0	5.0	1.0		5.0		11.0	3.0	53.0	2.0	5.0		9.0	3.0	70.0	1.0	20.0	4.0	1.0	61.0	60.0	5.0	41.0	4.0	60.0	2.0	1.0	5.0
IRIS_313-11382	HONDERAWALA::IRGC_47372-1	1.0	2.0	6.0	2.0	4.0	3.0	2.0			70.0	20.0		20.0				3.0		60.0	61.0	3.0	1.0		3.0		11.0	3.0	54.0	4.0	7.0		9.0	2.0	70.0	1.0	20.0	4.0	3.0	61.0	60.0	5.0	60.0	9.0	60.0	2.0	1.0	5.0
IRIS_313-11383	CHIEM_NGAN::IRGC_47488-1	0.0	1.0	4.0	2.0	3.0	3.0	2.0				20.0		0.0				2.0		60.0	61.0	3.0	1.0		1.0		11.0	3.0	20.0	4.0	5.0		7.0	2.0	10.0	1.0	20.0	4.0	3.0	61.0	60.0	3.0	41.0	2.0		2.0	1.0	3.0
IRIS_313-11384	CHIEM_TONG_NHAT_1::IRGC_47496-1	0.0	1.0	4.0	2.0	3.0	3.0	2.0			52.0	70.0		0.0				3.0		60.0	80.0	3.0	1.0		3.0		11.0	3.0	53.0	4.0	7.0		7.0	3.0	10.0	1.0	20.0	4.0	3.0	80.0	63.0	3.0	84.0	2.0	60.0	2.0	1.0	5.0
IRIS_313-11385	IR_9747_SEL::IRGC_47695-1	0.0	1.0	2.0	2.0	2.0	2.0	1.0				20.0		0.0				3.0		60.0	61.0	1.0	1.0		1.0		11.0	3.0	20.0	4.0	5.0		7.0	3.0	10.0	1.0	20.0	4.0	3.0	61.0	60.0	1.0	60.0	1.0		2.0	1.0	5.0
IRIS_313-11386	KHAO_DAWK_MALI_TIA::IRGC_47773-2	0.0	2.0	6.0	3.0	4.0	3.0	1.0				20.0		0.0				3.0		60.0	61.0	1.0	1.0		5.0		11.0	3.0	20.0	2.0	3.0		7.0	3.0	10.0	1.0	20.0	4.0	3.0	61.0	60.0	5.0	60.0	5.0		2.0	1.0	5.0
IRIS_313-11387	SAHM_RUANG_NAK::IRGC_47818-1	0.0	2.0	7.0	2.0	4.0	3.0	3.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		5.0		11.0	3.0	20.0	2.0	7.0		7.0	2.0	10.0	1.0	20.0	4.0	3.0	61.0	60.0	7.0	41.0	5.0		2.0	1.0	5.0
IRIS_313-11388	GLAM::IRGC_47978-2	0.0	2.0	6.0	2.0	4.0	3.0	2.0				80.0		0.0				3.0		80.0	61.0	5.0	2.0		7.0		80.0	3.0	80.0	2.0	3.0		9.0	3.0	80.0	1.0	80.0	4.0	3.0	80.0	80.0	5.0	80.0	7.0		2.0	1.0	5.0
IRIS_313-11389	LEUANG_PRA_TAHN::IRGC_48292-2	0.0	2.0	7.0	2.0	4.0	3.0	3.0				20.0		0.0				3.0		60.0	60.0	3.0	1.0		5.0		11.0	3.0	54.0	2.0	5.0		9.0	2.0	10.0	1.0	20.0	5.0	3.0	61.0	61.0	3.0	60.0	4.0		2.0	1.0	5.0
IRIS_313-11390	NAH_MOI::IRGC_48353-2	0.0	2.0	6.0	3.0	4.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	5.0	1.0		5.0		11.0	3.0	53.0	2.0	1.0		7.0	3.0	10.0	1.0	20.0	3.0	3.0	61.0	60.0	5.0	60.0	5.0		2.0	1.0	3.0
IRIS_313-11391	NIAW_DAM::IRGC_48387-2	0.0	1.0	6.0	2.0	4.0	3.0	2.0				80.0		0.0				3.0		80.0	80.0	3.0	2.0		5.0		80.0	3.0	80.0	5.0	1.0		9.0	3.0	80.0	1.0	80.0	4.0	3.0	80.0	80.0	5.0	84.0	5.0		2.0	3.0	5.0
IRIS_313-11392	SA_MER::IRGC_48454-2	0.0	2.0	6.0	2.0	3.0	2.0	2.0				20.0		0.0				3.0		60.0	60.0	3.0	1.0		1.0		11.0	3.0	20.0	4.0	1.0		9.0	3.0	10.0	1.0	20.0	4.0	1.0	61.0	60.0	3.0	60.0	4.0		2.0	1.0	5.0
IRIS_313-11393	SAWNG_RUANG::IRGC_48458-2	0.0	2.0	6.0	2.0	4.0	3.0	3.0				20.0		0.0				3.0		60.0	60.0	3.0	1.0		5.0		11.0	3.0	20.0	2.0	3.0		9.0	3.0	10.0	1.0	20.0	4.0	3.0	61.0	60.0	3.0	60.0	3.0		2.0	1.0	5.0
IRIS_313-11394	INDO_NO_13030::IRGC_48630-2	0.0	2.0	5.0	2.0	3.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		5.0		11.0	3.0	20.0	2.0	5.0		7.0	3.0	10.0	1.0	20.0	4.0	3.0	61.0	63.0	3.0	60.0	4.0		2.0	1.0	5.0
IRIS_313-11395	INDO_NO_13075::IRGC_48665-3	0.0	2.0	5.0	2.0	3.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		5.0		11.0	3.0	42.0	2.0	3.0		7.0	3.0	10.0	1.0	20.0	4.0	1.0	61.0	60.0	3.0	60.0	3.0		2.0	1.0	5.0
IRIS_313-11396	MAS::IRGC_48758-1	0.0	2.0	5.0	2.0	3.0	3.0	1.0				80.0		0.0				3.0		60.0	61.0	3.0	1.0		7.0		11.0	3.0	52.0	4.0	9.0		9.0	3.0	10.0	1.0	80.0	3.0	3.0	61.0	60.0	3.0	41.0	7.0		2.0	1.0	7.0
IRIS_313-11397	TAMBU::IRGC_48932-1	9.0	1.0	5.0	2.0	4.0	3.0	1.0				20.0		20.0				3.0		60.0	61.0	1.0	1.0		3.0		11.0	3.0	42.0	2.0	9.0		5.0	1.0	10.0	1.0	20.0	4.0	3.0	61.0	60.0	3.0	60.0	3.0		2.0	1.0	5.0
IRIS_313-11398	TODULI::IRGC_48942-2	0.0	2.0	4.0	3.0	4.0	3.0	2.0			20.0	20.0		0.0				3.0		60.0	61.0	1.0	1.0		3.0		11.0	3.0	42.0	4.0	7.0		9.0	3.0	10.0	1.0	20.0	4.0	3.0	61.0	60.0	3.0	41.0	5.0	60.0	2.0	5.0	5.0
IRIS_313-11399	RAYDHAN_1::IRGC_49127-2	0.0	2.0	6.0	2.0	5.0		1.0				87.0		0.0				3.0		60.0	60.0	3.0			5.0		11.0	3.0	90.0	3.0	1.0		9.0	3.0		1.0	80.0	3.0		61.0	60.0	7.0	80.0	5.0		2.0	1.0	9.0
IRIS_313-11400	ECHORSAIL::IRGC_49182-1	1.0	2.0	7.0	3.0	4.0		1.0				20.0		20.0				3.0		60.0	60.0	5.0			5.0		11.0	3.0	52.0	4.0	5.0		9.0	2.0		1.0	20.0	4.0		61.0	60.0	5.0	41.0	5.0		2.0	1.0	5.0
