3K_DNA_IRIS_UNIQUE_ID	Genetic_Stock_varname	AWPR_REPRO	CUDI_CODE_REPRO	CULT_CODE_REPRO	CUNO_CODE_REPRO	LLT_CODE	PLT_CODE_POST	SDHT_CODE	APANTH_REPRO	APSH	APCO_REV_POST	APCO_REV_REPRO	AWCO_LREV	AWCO_REV	AWDIST	BLANTHPR_VEG	BLANTHDI_VEG	BLPUB_VEG	BLSCO_ANTH_VEG	BLSCO_REV_VEG	CCO_REV_VEG	CUAN_REPRO	ENDO	FLA_EREPRO	FLA_REPRO	INANTH	LIGCO_REV_VEG	LIGSH	LPCO_REV_POST	LPPUB	LSEN	NOANTH	PEX_REPRO	PTH	SCCO_REV	SECOND_BR_REPRO	SLCO_REV	SPKF	SLLT_CODE	AUCO_REV_VEG	BLCO_REV_VEG	CUST_REPRO	INCO_REV_REPRO	LA	NOCO_REV	PA_REPRO	PSH	PTY
IRIS_313-11681	KHAO'_PAWM::IRGC_64416-2									1.0	20.0	60.0	0.0	0.0		0.0		3.0	0.0	60.0	61.0	5.0		5.0	5.0	0.0	11.0	3.0	20.0	4.0	5.0	0.0	9.0	2.0		1.0	20.0	4.0	5.0	62.0	60.0	7.0	60.0	5.0	60.0	3.0	1.0	3.0
IRIS_313-11682	MA_EUE::IRGC_64502-1	0.0	2.0	7.0	1.0	3.0	3.0	2.0			20.0	52.0		0.0				3.0		60.0	61.0	5.0	2.0		5.0		11.0	3.0	54.0	4.0	5.0		9.0	3.0	10.0	2.0	20.0	4.0	3.0	61.0	63.0	3.0	84.0	7.0	60.0	2.0	1.0	5.0
IRIS_313-11683	NIAW_KHIAW_NGOO::IRGC_64563-1	0.0	2.0	6.0	2.0	4.0	3.0	2.0				80.0		0.0				3.0		60.0	80.0	3.0	2.0		5.0		11.0	3.0	42.0	2.0	9.0		9.0	3.0	10.0	1.0	20.0	5.0	1.0	80.0	60.0	3.0	60.0	7.0	60.0	2.0	1.0	5.0
IRIS_313-11684	OB_CHUEY::IRGC_64568-1	0.0	2.0	6.0	2.0	4.0	3.0	2.0				80.0		0.0				3.0		84.0	80.0	3.0	1.0		5.0		84.0	3.0	20.0	4.0	9.0		9.0	3.0	10.0	1.0	20.0	2.0	1.0	80.0	60.0	5.0	84.0	5.0	81.0	2.0	1.0	5.0
IRIS_313-11685	PLAWNG_SAENG::IRGC_64595-1	0.0	2.0	4.0	2.0	3.0	3.0	2.0				80.0		0.0				3.0		60.0	80.0	1.0	1.0		5.0		11.0	3.0	54.0	4.0	9.0		9.0	3.0	10.0	1.0	20.0	5.0	3.0	80.0	60.0	1.0	60.0	5.0	60.0	2.0	1.0	5.0
IRIS_313-11686	QUAHNG_LUANG::IRGC_64609-2	0.0	2.0	6.0	2.0	4.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	2.0		5.0		11.0	3.0	53.0	4.0	9.0		9.0	3.0	10.0	1.0	20.0	3.0	5.0	61.0	60.0	3.0	60.0	4.0	60.0	2.0	1.0	5.0
IRIS_313-11687	SA_GAE::IRGC_64613-1									2.0	70.0	60.0	0.0	0.0		0.0		3.0	0.0	60.0	61.0	5.0		5.0	7.0	0.0	11.0	3.0	20.0	4.0	5.0	0.0	9.0	3.0		1.0	20.0	3.0	3.0	62.0	60.0	7.0	60.0	5.0	60.0	3.0	1.0	3.0
IRIS_313-11688	SIA_MOO::IRGC_64629-1	0.0	2.0	5.0	2.0	4.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		5.0		11.0	3.0	20.0	4.0	9.0		9.0	3.0	10.0	1.0	20.0	3.0	1.0	61.0	60.0	3.0	60.0	5.0	60.0	2.0	1.0	5.0
IRIS_313-11689	DECHANGBYEO::IRGC_64858-1	0.0	1.0	2.0	2.0	2.0	2.0	1.0				20.0		0.0				3.0		60.0	61.0	1.0	1.0		3.0		11.0	3.0	20.0	3.0	7.0		9.0	1.0	10.0	1.0	20.0	4.0	3.0	61.0	63.0	1.0	60.0	1.0		1.0	1.0	3.0
IRIS_313-11690	KOCHUM::IRGC_64906-1	0.0	1.0	4.0	1.0	2.0	2.0	2.0				80.0		0.0				3.0		60.0	61.0	1.0	1.0		3.0		11.0	3.0	90.0	4.0	3.0		7.0	2.0	70.0	1.0	20.0	4.0	3.0	61.0	60.0	3.0	60.0	3.0		2.0	1.0	5.0
IRIS_313-11691	SHANGYIPA::IRGC_64928-1	0.0	1.0	3.0	2.0	3.0	2.0	2.0				80.0		0.0				3.0		84.0	61.0	1.0	1.0		3.0		11.0	3.0	90.0	3.0	5.0		9.0	2.0	70.0	1.0	80.0	4.0	3.0	61.0	60.0	3.0	84.0	5.0		2.0	1.0	5.0
IRIS_313-11692	CHIAYI_WU-K'O::IRGC_64974-1	0.0	2.0	4.0	2.0	4.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	5.0	1.0		5.0		11.0	3.0	53.0	4.0	5.0		5.0	2.0	10.0	1.0	20.0	4.0	3.0	61.0	60.0	5.0	41.0	3.0		2.0	1.0	3.0
IRIS_313-11693	CHING_CH'UNG::IRGC_65002-1	0.0	2.0	5.0	2.0	4.0	3.0	2.0				10.0		0.0				3.0		60.0	61.0	5.0	1.0		5.0		11.0	3.0	53.0	4.0	5.0		7.0	2.0	10.0	1.0	20.0	4.0	3.0	61.0	60.0	3.0	60.0	4.0		2.0	1.0	3.0
IRIS_313-11694	CHING_LIU::IRGC_65018-1	0.0	2.0	5.0	2.0	4.0	3.0	2.0				10.0		0.0				3.0		60.0	61.0	5.0	1.0		3.0		11.0	3.0	53.0	4.0	5.0		7.0	2.0	10.0	1.0	20.0	4.0	3.0	61.0	60.0	3.0	60.0	4.0		2.0	1.0	5.0
IRIS_313-11695	HSIN-T'AO_YUAN_CHING_YU::IRGC_65074-1	1.0	1.0	6.0	2.0	3.0	3.0	2.0				20.0		20.0				3.0		60.0	61.0	3.0	1.0		5.0		11.0	3.0	20.0	4.0	5.0		7.0	2.0	10.0	1.0	20.0	4.0	3.0	61.0	63.0	3.0	41.0	7.0		2.0	1.0	5.0
IRIS_313-11698	TAIPEI_167::IRGC_65371-1	0.0	1.0	3.0	2.0	2.0	3.0	2.0			20.0	20.0		0.0				3.0		60.0	61.0	1.0	1.0		5.0		11.0	3.0	80.0	4.0	5.0		7.0	2.0	10.0	1.0	20.0	4.0	3.0	61.0	63.0	1.0	60.0	1.0	60.0	2.0	5.0	3.0
IRIS_313-11709	LEUANG_KHAJAWN::IRGC_66014-1	0.0	2.0	6.0	2.0	4.0	3.0	2.0			20.0	20.0		0.0				3.0		60.0	61.0	3.0	1.0		5.0		11.0	3.0	54.0	2.0	7.0		7.0	3.0	10.0	1.0	20.0	4.0	3.0	61.0	60.0	3.0	41.0	3.0	60.0	2.0	1.0	5.0
IRIS_313-11710	LEUANG_MAI::IRGC_66019-2	0.0	2.0	7.0	2.0	3.0	2.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		5.0		11.0	3.0	20.0	4.0	9.0		9.0	3.0	10.0	1.0	20.0	5.0	3.0	61.0	60.0	3.0	60.0	5.0	60.0	2.0	1.0	5.0
IRIS_313-11711	RAI_MAHK_MEUANG::IRGC_66154-1	0.0	2.0	6.0	2.0	4.0	4.0	2.0			20.0	20.0		0.0				3.0		60.0	61.0	1.0	1.0		5.0		11.0	3.0	20.0	4.0	7.0		9.0	3.0	10.0	1.0	20.0	4.0	3.0	61.0	60.0	3.0	41.0	1.0	60.0	2.0	5.0	5.0
IRIS_313-11712	GORA_DHAN_2::IRGC_66269-1	0.0	1.0	4.0	2.0	3.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		5.0		11.0	3.0	42.0	4.0	5.0		9.0	2.0	70.0	1.0	20.0	4.0	3.0	61.0	60.0	5.0	41.0	4.0		2.0	1.0	5.0
IRIS_313-11713	ITA_245::IRGC_66288-1	0.0	1.0	3.0	2.0	3.0	3.0	1.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		3.0		11.0	3.0	20.0	2.0	3.0		3.0	2.0	10.0	1.0	20.0	4.0	3.0	61.0	60.0	3.0	41.0	3.0		2.0	1.0	5.0
IRIS_313-11714	CHAMPION::IRGC_66327-1	0.0	1.0	2.0	3.0	3.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	1.0	1.0		1.0		11.0	3.0	20.0	4.0	3.0		5.0	3.0	10.0	1.0	20.0	4.0	3.0	61.0	60.0	1.0	60.0	4.0		2.0	1.0	5.0
IRIS_313-11716	SOSSOKA::IRGC_66478-1	0.0	1.0	4.0	2.0	3.0	3.0	1.0			20.0	20.0		0.0				3.0		60.0	61.0	5.0	1.0		5.0		11.0	3.0	20.0	4.0	5.0		9.0	3.0	10.0	1.0	20.0	4.0	3.0	61.0	60.0	3.0	41.0	4.0	60.0	2.0	1.0	6.0
IRIS_313-11717	JATI_MANI::IRGC_66565-1	0.0	1.0	3.0	2.0	3.0	3.0	1.0				20.0		0.0				3.0		60.0	61.0	1.0	1.0		5.0		11.0	3.0	20.0	4.0	7.0		5.0	3.0	10.0	1.0	20.0	4.0	3.0	61.0	60.0	1.0	60.0	3.0		2.0	1.0	5.0
IRIS_313-11700	DAW_NOK_KAEN::IRGC_65548-1	0.0	2.0	5.0	1.0	3.0	2.0	2.0			20.0	20.0		0.0				3.0		60.0	61.0	3.0	2.0		5.0		11.0	3.0	53.0	4.0	5.0		7.0	3.0	10.0	1.0	20.0	2.0	3.0	61.0	60.0	1.0	41.0	4.0	60.0	2.0	1.0	5.0
IRIS_313-11719	DAWK_PUT::IRGC_66699-1	0.0	2.0	5.0	2.0	3.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		5.0		11.0	3.0	20.0	5.0	7.0		7.0	3.0	10.0	2.0	20.0	4.0	3.0	61.0	60.0	5.0	41.0	4.0		2.0	1.0	3.0
IRIS_313-11720	DAW_85::IRGC_66704-1	0.0	2.0	7.0	3.0	4.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	2.0		3.0		11.0	3.0	42.0	4.0	9.0		7.0	3.0	10.0	1.0	20.0	5.0	3.0	61.0	60.0	3.0	60.0	5.0	60.0	2.0	1.0	5.0
IRIS_313-11721	GAEW_DAENG::IRGC_66707-1								0.0	2.0	20.0	60.0	0.0	0.0		0.0		3.0	0.0	60.0	61.0	5.0		3.0	7.0	0.0	11.0	3.0	54.0	4.0	5.0	0.0	9.0	3.0		1.0	20.0	4.0	3.0	62.0	60.0	1.0	60.0	3.0	60.0	3.0	1.0	5.0
IRIS_313-11722	KABERI::IRGC_66801-1	0.0	1.0	2.0	2.0	2.0	3.0	1.0				10.0		0.0				3.0		60.0	61.0	1.0	1.0		1.0		11.0	3.0	20.0	4.0	7.0		5.0	2.0	10.0	1.0	20.0	4.0	3.0	61.0	63.0	1.0	60.0	1.0		2.0	1.0	3.0
IRIS_313-11723	DISSIGBE::IRGC_66916-1	0.0	2.0	7.0	2.0	4.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		3.0		11.0	3.0	20.0	3.0	5.0		5.0	2.0	10.0	1.0	20.0	5.0	3.0	80.0	60.0	3.0	60.0	5.0		2.0	1.0	5.0
IRIS_313-11724	KONYAN::IRGC_66931-1	0.0	2.0	6.0	2.0	3.0	3.0	2.0			80.0	87.0		0.0				3.0				3.0	1.0		5.0		11.0	3.0	91.0	4.0	7.0		9.0	2.0	70.0	1.0	80.0	4.0	3.0	999.0	60.0	3.0	84.0	5.0	60.0	2.0	3.0	9.0
IRIS_313-11725	ZUIHOU::IRGC_66982-1	1.0	1.0	2.0	2.0	2.0	2.0	1.0			20.0	20.0		20.0				3.0		60.0	61.0	5.0	1.0		5.0		11.0	3.0	20.0	4.0	9.0		9.0	3.0	10.0	1.0	20.0	5.0	1.0	61.0	63.0	3.0	41.0	2.0	60.0	2.0	1.0	5.0
IRIS_313-11726	GUANG_QING_334::IRGC_67132-1	0.0	2.0	3.0	2.0	2.0	3.0	2.0				20.0		0.0				3.0		60.0	60.0	3.0	1.0		3.0		11.0	3.0	20.0	3.0	7.0		7.0	2.0	10.0	1.0	20.0	5.0	3.0	61.0	60.0	1.0	60.0	1.0		2.0	1.0	3.0
IRIS_313-11727	HONG_YANG_ZAO_3::IRGC_67177-1	0.0	2.0	2.0	3.0	2.0	3.0	1.0				80.0		0.0				3.0		81.0	80.0	1.0	1.0		3.0		84.0	3.0	20.0	2.0	5.0		5.0	2.0	10.0	1.0	20.0	5.0	3.0	80.0	85.0	1.0	60.0	1.0		2.0	1.0	5.0
IRIS_313-11728	LUO_SI_ZHAN::IRGC_67211-1	0.0	2.0	5.0	3.0	3.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		5.0		11.0	3.0	20.0	4.0	5.0		5.0	2.0	10.0	1.0	20.0	5.0	3.0	61.0	60.0	5.0	41.0	4.0		2.0	1.0	7.0
IRIS_313-11729	MEI_LIU_ZAO_5::IRGC_67231-1	0.0	2.0	2.0	3.0	3.0	2.0	1.0				20.0		0.0				3.0		60.0	61.0	1.0	1.0		1.0		11.0	3.0	20.0	4.0	7.0		3.0	2.0	10.0	1.0	20.0	5.0	3.0	61.0	63.0	1.0	60.0	1.0		2.0	1.0	5.0
IRIS_313-11730	QING_ER_XIAO_2::IRGC_67255-1	0.0	1.0	3.0	3.0	3.0	3.0	1.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		1.0		11.0	3.0	20.0	4.0	9.0		7.0	2.0	10.0	1.0	20.0	5.0	3.0	61.0	63.0	1.0	41.0	1.0		2.0	1.0	2.0
IRIS_313-11731	QING_TAI_AI::IRGC_67273-1	0.0	2.0	2.0	2.0	3.0	2.0	2.0				20.0		0.0				3.0		60.0	61.0	1.0	1.0		1.0		11.0	3.0	42.0	2.0	7.0		7.0	2.0	10.0	1.0	20.0	4.0	3.0	61.0	60.0	1.0	60.0	1.0		2.0	1.0	5.0
IRIS_313-11732	QING_ZAO_3::IRGC_67281-1	0.0	2.0	2.0	3.0	2.0	2.0	1.0				20.0		0.0				3.0		60.0	61.0	1.0	1.0		5.0		11.0	3.0	20.0	4.0	7.0		7.0	2.0	10.0	1.0	20.0	3.0	3.0	61.0	60.0	1.0	41.0	3.0		2.0	1.0	5.0
IRIS_313-11733	SHUANG_BAI_AI_2::IRGC_67309-1	0.0	1.0	2.0	2.0	2.0	3.0	1.0				20.0		0.0				3.0		60.0	61.0	1.0	1.0		1.0		11.0	3.0	20.0	3.0	7.0		7.0	1.0	10.0	1.0	20.0	5.0	3.0	61.0	63.0	1.0	60.0	2.0		2.0	1.0	5.0
IRIS_313-11734	SI_CHAO_1::IRGC_67335-1	0.0	2.0	3.0	2.0	3.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	1.0	1.0		1.0		11.0	3.0	20.0	4.0	5.0		5.0	2.0	10.0	1.0	20.0	3.0	3.0	61.0	63.0	1.0	41.0	1.0		2.0	1.0	4.0
IRIS_313-11735	YI_LI_ZHONG::IRGC_67382-1	0.0	2.0	4.0	3.0	3.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		3.0		11.0	3.0	53.0	2.0	9.0		7.0	2.0	10.0	1.0	20.0	5.0	3.0	61.0	60.0	3.0	41.0	2.0		2.0	1.0	6.0
IRIS_313-11736	MALAGKIT_(PINELIPE)::IRGC_67444-1								5.0	1.0	80.0	87.0	0.0	0.0		1.0	85.0	3.0	3.0	84.0	61.0	5.0		5.0	7.0	84.0	11.0	3.0	53.0	4.0	7.0	84.0	9.0	2.0		1.0	80.0	4.0	3.0	62.0	63.0	9.0	60.0	5.0	60.0	3.0	1.0	5.0
IRIS_313-11737	CHUNDI::IRGC_67486-1	0.0	1.0	3.0	2.0	3.0	3.0	2.0			20.0	20.0		0.0				3.0		60.0	61.0	3.0	1.0		3.0		11.0	3.0	20.0	4.0	7.0		7.0	3.0	10.0	1.0	20.0	4.0	3.0	61.0	63.0	3.0	41.0	3.0	60.0	2.0	1.0	5.0
IRIS_313-11702	CN_1067::IRGC_65680-1	0.0	1.0	2.0	2.0	2.0	2.0	1.0				87.0		0.0				1.0		60.0	61.0	3.0	1.0		3.0		11.0	3.0	20.0	1.0	5.0		5.0	2.0	10.0	1.0	80.0	4.0	3.0	61.0	63.0	3.0	60.0	1.0		2.0	1.0	5.0
IRIS_313-11738	PAUNDRI::IRGC_67527-1	0.0	2.0	4.0	2.0	4.0	3.0	2.0				80.0		0.0				3.0		60.0	61.0	3.0	1.0		3.0		11.0	3.0	20.0	4.0	3.0		7.0	2.0	10.0	1.0	20.0	5.0	3.0	61.0	60.0	1.0	84.0	3.0		2.0	1.0	5.0
IRIS_313-11739	NAKPUI::IRGC_67594-1	1.0	1.0	5.0	2.0	3.0	3.0	2.0				20.0		20.0				3.0		60.0	61.0	1.0	1.0		5.0		11.0	3.0	20.0	4.0	5.0		9.0	1.0	10.0	1.0	20.0	5.0	3.0	61.0	60.0	3.0	41.0	5.0		2.0	1.0	4.0
IRIS_313-11740	UGAGA::IRGC_67604-1	0.0	2.0	5.0	2.0	4.0	3.0	2.0				80.0		0.0				3.0		84.0	61.0	1.0	1.0		3.0		11.0	3.0	20.0	3.0	1.0		7.0	2.0	10.0	1.0	20.0	5.0	3.0	61.0	85.0	1.0	41.0	5.0		2.0	1.0	9.0
IRIS_313-11741	HERATH_BANDA::IRGC_67630-1	0.0	2.0	6.0	3.0	4.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		3.0		11.0	3.0	100.0	4.0	3.0		5.0	2.0	70.0		20.0	4.0	3.0	61.0	60.0	3.0	41.0	5.0		2.0	1.0	4.0
IRIS_313-11742	KALIBAJARI::IRGC_67718-1	0.0	1.0	2.0	2.0	2.0	2.0	2.0				10.0		0.0				3.0		60.0	61.0	1.0	1.0		3.0		11.0	3.0	100.0	3.0	9.0		3.0	2.0	70.0	1.0	20.0	4.0	3.0	61.0	60.0	1.0	60.0	5.0		2.0	3.0	5.0
IRIS_313-11743	CHHOTI_MASHINO::IRGC_67830-1	0.0	2.0	5.0	3.0	3.0	3.0	2.0			80.0	80.0		0.0				3.0		60.0	61.0	5.0	1.0		3.0		11.0	3.0	20.0	4.0	5.0		9.0	3.0	10.0	1.0	20.0	4.0	3.0	61.0	63.0	3.0	41.0	5.0	60.0	2.0	1.0	5.0
IRIS_313-11744	AI_JIAO_AO_FAN_ZI::IRGC_67871-1	0.0	1.0	4.0	3.0	3.0	2.0	2.0				10.0		0.0				3.0		60.0	61.0	1.0	1.0		5.0		11.0	3.0	20.0	4.0	5.0		9.0	2.0	10.0	1.0	20.0	5.0	3.0	61.0	60.0	3.0	41.0	4.0		2.0	1.0	5.0
IRIS_313-11745	AN_FU_ZHAN::IRGC_67878-1	0.0	2.0	4.0	3.0	3.0	2.0	2.0				10.0		0.0				3.0		60.0	61.0	1.0	1.0		3.0		11.0	3.0	20.0	4.0	5.0		7.0	2.0	10.0	1.0	20.0	3.0	3.0	61.0	61.0	1.0	60.0	3.0		2.0	1.0	3.0
IRIS_313-11746	E_2070::IRGC_67981-1	0.0	1.0	2.0	2.0	2.0	3.0	1.0				20.0		0.0				3.0		60.0	61.0	1.0	1.0		3.0		11.0	3.0	20.0	4.0	7.0		7.0	1.0	10.0	1.0	20.0	3.0	3.0	61.0	63.0	1.0	60.0	3.0		2.0	1.0	5.0
IRIS_313-11747	E_4197::IRGC_68004-1	0.0	1.0	2.0	2.0	2.0	2.0	2.0				20.0		0.0				3.0		60.0	61.0	1.0	1.0		5.0		11.0	3.0	20.0	4.0	7.0		7.0	2.0	10.0	1.0	20.0	4.0	3.0	61.0	60.0	1.0	41.0	2.0		2.0	1.0	5.0
IRIS_313-11748	GAO_JIAO_YING_GAN_ZHAN::IRGC_68053-1	0.0	2.0	4.0	3.0	3.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		5.0		11.0	3.0	20.0	4.0	5.0		9.0	2.0	10.0	1.0	20.0	3.0	3.0	61.0	63.0	5.0	41.0	4.0		2.0	1.0	9.0
IRIS_313-11750	L_10595::IRGC_68109-1	0.0	2.0	3.0	2.0	3.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	1.0	1.0		1.0		11.0	3.0	20.0	4.0	7.0		7.0	2.0	10.0	1.0	20.0	5.0	3.0	61.0	63.0	1.0	60.0	1.0		2.0	1.0	5.0
IRIS_313-11751	L_10833::IRGC_68121-1	0.0	2.0	3.0	2.0	2.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	1.0	2.0		3.0		11.0	3.0	20.0	4.0	3.0		7.0	1.0	10.0	1.0	20.0	3.0	3.0	61.0	60.0	1.0	60.0	1.0		2.0	1.0	5.0
IRIS_313-11752	M_6034-1::IRGC_68193-1	0.0	1.0	2.0	2.0	2.0	2.0	1.0				70.0		0.0				3.0		84.0	80.0	1.0	1.0		1.0		11.0	3.0	20.0	4.0	7.0		5.0	1.0	10.0	1.0	20.0	3.0	3.0	80.0	63.0	1.0	60.0	1.0		2.0	1.0	6.0
IRIS_313-11753	XIANG_CHANG_ZAO::IRGC_68268-1	0.0	1.0	1.0	2.0	1.0	2.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		3.0		11.0	3.0	20.0	4.0	7.0		9.0	2.0	10.0	1.0	20.0	3.0	3.0	61.0	63.0	3.0	41.0	1.0		2.0	1.0	5.0
IRIS_313-11754	AMBOHIMANDAY::IRGC_68330-1	0.0	2.0	5.0	2.0	3.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		3.0		11.0	3.0	20.0	4.0	5.0		9.0	2.0	70.0	1.0	20.0	5.0	3.0	61.0	60.0	3.0	60.0	5.0		2.0	1.0	5.0
IRIS_313-11755	A_2-257::IRGC_68342-1	0.0	2.0	4.0	2.0	3.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		3.0		11.0	3.0	42.0	4.0	7.0		7.0	1.0	10.0	1.0	20.0	5.0	3.0	61.0	63.0	1.0	41.0	2.0		2.0	1.0	9.0
IRIS_313-11756	BENGALI_VAKAHANA_1448::IRGC_68370-1	0.0	2.0	3.0	2.0	3.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		3.0		11.0	3.0	42.0	3.0	5.0		9.0	2.0	10.0	1.0	20.0	5.0	3.0	61.0	63.0	3.0	41.0	3.0		2.0	1.0	3.0
IRIS_313-11757	BORIZINA_640::IRGC_68382-1	0.0	2.0	6.0	3.0	3.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		5.0		11.0	3.0	42.0	3.0	9.0		9.0	3.0	10.0	1.0	20.0	5.0	3.0	61.0	60.0	3.0	60.0	4.0	60.0	2.0	1.0	5.0
IRIS_313-11704	BAHN_DAENG::IRGC_65771-1	0.0	2.0	6.0	2.0	3.0	3.0	2.0			20.0	20.0		0.0				3.0		60.0	61.0	3.0	1.0		5.0		11.0	3.0	20.0	4.0	7.0		9.0	2.0	10.0	1.0	20.0	3.0	3.0	61.0	60.0	3.0	60.0	5.0	60.0	2.0	3.0	5.0
IRIS_313-11758	FOFFI::IRGC_68438-1									1.0	20.0	60.0	0.0	0.0		0.0		3.0	0.0	60.0	61.0	3.0		3.0	3.0	0.0	11.0	3.0	20.0	4.0	5.0	0.0	9.0	2.0		1.0	20.0	3.0	3.0	62.0	60.0	7.0	60.0	1.0	60.0	4.0	1.0	3.0
IRIS_313-11759	K_2_C_45::IRGC_68552-1	0.0	2.0	4.0	2.0	3.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		5.0		11.0	3.0	20.0	4.0	7.0		7.0	1.0	10.0	1.0	20.0	5.0	3.0	61.0	60.0	3.0	41.0	2.0		2.0	1.0	5.0
IRIS_313-11760	MENAHARA_505::IRGC_68709-1	1.0	1.0	5.0	2.0	3.0	3.0	2.0				10.0		20.0				3.0		60.0	61.0	3.0	1.0		3.0		11.0	3.0	20.0	4.0	5.0		9.0	2.0	10.0	1.0	20.0	3.0	3.0	61.0	60.0	3.0	60.0	3.0		2.0	1.0	5.0
IRIS_313-11761	NS_199::IRGC_68864-1	0.0	2.0	4.0	3.0	3.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		5.0		11.0	3.0	20.0	4.0	5.0		7.0	2.0	10.0	1.0	20.0	4.0	3.0	61.0	60.0	1.0	60.0	4.0		2.0	1.0	5.0
IRIS_313-11762	NS_1515::IRGC_68947-1	0.0	2.0	5.0	3.0	3.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		5.0		11.0	3.0	42.0	2.0	9.0		9.0	3.0	51.0	1.0	20.0	5.0	1.0	61.0	60.0	3.0	60.0	5.0	60.0	2.0	1.0	5.0
IRIS_313-11763	PJ_110::IRGC_68981-1	0.0	2.0	3.0	2.0	2.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	1.0	1.0		3.0		11.0	3.0	20.0	4.0	5.0		7.0	2.0	10.0	1.0	20.0	5.0	3.0	61.0	63.0	1.0	60.0	1.0		2.0	1.0	5.0
IRIS_313-11764	P_41::IRGC_68987-1								0.0	1.0	20.0	60.0	0.0	0.0		0.0		3.0	0.0	60.0	61.0	3.0		1.0	3.0	0.0	11.0	3.0	20.0	4.0	5.0	0.0	9.0	3.0		1.0	20.0	4.0	3.0	62.0	60.0	5.0	41.0	5.0	60.0	3.0	1.0	5.0
IRIS_313-11765	P_335::IRGC_69001-1	0.0	2.0	5.0	3.0	4.0	4.0	2.0				20.0		0.0				3.0		60.0	60.0	3.0	1.0		5.0		11.0	3.0	20.0	4.0	3.0		9.0	2.0	10.0	1.0	20.0	4.0	1.0	61.0	60.0	3.0	60.0	9.0		2.0	1.0	5.0
IRIS_313-11766	TSIMIAKABIJA::IRGC_69074-1	1.0	2.0	4.0	2.0	3.0	3.0	2.0				20.0		20.0				3.0		60.0	61.0	3.0	1.0		3.0		11.0	3.0	20.0	4.0	1.0		7.0	2.0	10.0	1.0	20.0	4.0	3.0	61.0	60.0	3.0	41.0	4.0		2.0	1.0	7.0
IRIS_313-11767	VARY_LAVA_DE_BOLOGNE::IRGC_69101-1	0.0	2.0	4.0	2.0	4.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	5.0	1.0		5.0		11.0	3.0	20.0	4.0	3.0		5.0	2.0	10.0	1.0	20.0	3.0	3.0	61.0	60.0	5.0	41.0	3.0		2.0	1.0	5.0
IRIS_313-11705	DAWK_PUD_KHAO::IRGC_65808-1	0.0	2.0	6.0	3.0	4.0	3.0	2.0				80.0		0.0				3.0		60.0	61.0	3.0	2.0		5.0		11.0	3.0	20.0	4.0	9.0		9.0	3.0	10.0	1.0	20.0	3.0	1.0	61.0	60.0	3.0	60.0	5.0	60.0	2.0	1.0	5.0
IRIS_313-11772	ROJON'NY_NTAOLO::IRGC_69410-1									1.0	80.0	80.0	80.0	80.0	1.0	1.0	85.0	3.0	3.0	84.0	61.0	3.0		1.0	5.0	0.0	62.0	3.0	54.0	4.0	7.0	0.0	5.0	2.0		1.0	20.0	3.0	5.0	62.0	63.0	7.0	60.0	5.0	60.0	3.0	1.0	5.0
IRIS_313-11773	AUS_78-125::IRGC_69464-1	1.0	2.0	4.0	2.0	3.0	3.0	2.0			20.0	52.0		20.0				3.0		60.0	61.0	5.0	1.0		3.0		11.0	3.0	54.0	4.0	5.0		9.0	3.0	10.0	1.0	20.0	3.0	1.0	61.0	60.0	3.0	84.0	4.0	81.0	2.0	1.0	7.0
